# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr14-290	chr14	72883644	72883860	+	4.94	0.821	22.000000	15.3	3.0	5.09	6.70e-07	6.36	2.38e-11	0.96
chr14-268	chr14	78601824	78602040	+	4.94	0.735	23.000000	15.3	1.0	15.28	3.00e-13	7.93	3.50e-13	0.91
chr14-269	chr14	90722683	90722899	+	4.94	0.676	23.000000	15.3	3.0	5.09	6.70e-07	4.81	3.77e-09	0.96
chr14-272	chr14	93602367	93602583	+	4.94	0.688	23.000000	15.3	0.5	30.57	1.42e-17	6.12	4.82e-11	0.91
chr15-286	chr15	65809909	65810125	+	4.94	0.622	23.000000	15.3	2.0	7.64	3.87e-09	4.96	2.23e-09	1.00
chr15-273	chr15	65903426	65903642	+	4.94	0.718	24.000000	15.3	3.0	5.09	6.70e-07	4.66	6.79e-09	0.96
chr15-275	chr15	69977957	69978173	+	4.94	0.778	24.000000	16.0	1.0	15.98	3.00e-13	8.41	1.14e-13	0.91
chr15-298	chr15	101262056	101262272	+	4.94	0.581	23.000000	16.0	2.0	7.99	3.87e-09	4.55	1.02e-08	1.00
chr16-354	chr16	2255384	2255600	+	4.94	0.581	23.000000	15.3	2.0	7.64	3.87e-09	6.91	1.49e-11	0.96
chr16-358	chr16	11073986	11074202	+	4.94	0.644	23.000000	15.3	2.0	7.64	3.87e-09	5.06	1.56e-09	0.91
chr16-359	chr16	11089468	11089684	+	4.94	0.771	23.000000	15.3	1.0	15.28	3.00e-13	4.45	1.51e-08	0.96
chr16-385	chr16	24330946	24331162	+	4.94	0.923	22.000000	15.3	3.0	5.09	6.70e-07	10.33	1.94e-15	0.96
chr16-366	chr16	68832403	68832619	+	4.94	0.727	23.000000	15.3	2.0	7.64	3.87e-09	5.39	4.99e-10	0.91
chr17-574	chr17	4169738	4169954	+	4.94	0.634	23.000000	15.3	2.0	7.64	3.87e-09	4.53	1.10e-08	1.00
chr17-665	chr17	4778428	4778644	+	4.94	0.806	22.000000	15.3	2.0	7.64	3.87e-09	4.93	2.44e-09	0.91
chr17-667	chr17	5075200	5075416	+	4.94	0.769	22.000000	15.3	0.5	30.57	1.42e-17	7.70	2.08e-12	0.96
chr17-476	chr17	9993960	9994176	+	4.94	0.875	25.000000	15.3	0.5	30.57	1.42e-17	5.57	2.73e-10	0.96
chr17-672	chr17	17536389	17536605	+	4.94	0.742	22.000000	15.3	1.0	15.28	3.00e-13	7.19	2.35e-12	0.96
chr17-679	chr17	36410634	36410850	+	4.94	0.727	22.000000	15.3	2.0	7.64	3.87e-09	11.27	3.39e-16	0.96
chr17-534	chr17	41561196	41561412	+	4.94	0.690	24.000000	16.0	3.0	5.33	6.70e-07	5.01	1.87e-09	0.91
chr17-536	chr17	45493708	45493924	+	4.94	0.667	24.000000	16.0	3.0	5.33	6.70e-07	4.05	7.55e-08	0.96
chr17-599	chr17	49005155	49005371	+	4.94	0.659	23.000000	15.3	3.0	5.09	6.70e-07	4.10	6.13e-08	0.91
chr18-161	chr18	2948112	2948328	+	4.94	0.743	24.000000	15.3	1.0	15.28	3.00e-13	5.48	3.71e-10	0.96
chr18-190	chr18	39405015	39405231	+	4.94	0.765	22.000000	15.3	2.0	7.64	3.87e-09	9.45	1.15e-14	0.91
chr19-306	chr19	5696850	5697066	+	4.94	0.744	22.000000	15.3	3.0	5.09	6.70e-07	5.64	2.22e-10	0.96
chr19-348	chr19	5903747	5903963	+	4.94	0.750	21.000000	15.3	3.0	5.09	6.70e-07	6.66	1.01e-11	1.06
chr19-307	chr19	7087326	7087542	+	4.94	0.771	22.000000	15.3	0.5	30.57	1.42e-17	6.11	1.36e-10	0.91
chr19-234	chr19	10233941	10234157	+	4.94	0.718	26.000000	15.3	3.0	5.09	6.70e-07	5.25	8.11e-10	0.91
chr19-286	chr19	13172195	13172411	+	4.94	0.833	23.000000	15.3	2.0	7.64	3.87e-09	5.77	1.46e-10	1.00
chr19-312	chr19	13459398	13459614	+	4.94	0.719	22.000000	15.3	0.5	30.57	1.42e-17	6.08	5.40e-11	1.06
chr19-253	chr19	13621895	13622111	+	4.94	0.756	25.000000	15.3	0.5	30.57	1.42e-17	5.57	1.75e-09	1.01
chr19-287	chr19	13885134	13885350	+	4.94	0.886	23.000000	15.3	3.0	5.09	6.70e-07	5.25	8.11e-10	0.96
chr19-320	chr19	38481194	38481410	+	4.94	0.839	22.000000	15.3	0.5	30.57	1.42e-17	5.14	1.18e-09	0.96
chr19-277	chr19	43633472	43633688	+	4.94	0.686	24.000000	15.3	2.0	7.64	3.87e-09	9.82	5.34e-15	0.91
chr19-290	chr19	46386592	46386808	+	4.94	0.806	23.000000	15.3	3.0	5.09	6.70e-07	4.96	2.23e-09	0.96
chr19-292	chr19	46964368	46964584	+	4.94	0.806	23.000000	15.3	1.0	15.28	3.00e-13	7.08	3.09e-12	0.96
chr19-295	chr19	49067062	49067278	+	4.94	0.625	23.000000	15.3	2.0	7.64	3.87e-09	5.28	7.37e-10	0.96
chr19-298	chr19	51611587	51611803	+	4.94	0.727	23.000000	15.3	2.0	7.64	3.87e-09	5.70	1.80e-10	0.91
chr19-335	chr19	53551686	53551902	+	4.94	0.926	22.000000	15.3	2.0	7.64	3.87e-09	21.56	5.23e-22	1.00
chr20-239	chr20	2626190	2626406	+	4.94	0.788	23.000000	16.0	2.0	7.99	3.87e-09	5.45	4.10e-10	0.91
chr20-225	chr20	3404404	3404620	+	4.94	0.756	24.000000	15.3	2.0	7.64	3.87e-09	6.12	4.82e-11	0.91
chr20-215	chr20	4057438	4057654	+	4.94	0.659	25.000000	16.0	3.0	5.33	6.70e-07	4.86	3.18e-09	1.00
chr20-258	chr20	8883347	8883563	+	4.94	0.575	22.000000	15.3	3.0	5.09	6.70e-07	5.70	1.80e-10	0.96
chr20-259	chr20	10261908	10262124	+	4.94	0.694	22.000000	15.3	2.0	7.64	3.87e-09	5.45	4.10e-10	1.00
chr20-265	chr20	23660156	23660372	+	4.94	0.828	22.000000	15.3	2.0	7.64	3.87e-09	6.66	1.01e-11	0.96
chr20-269	chr20	32501376	32501592	+	4.94	0.880	22.000000	15.3	3.0	5.09	6.70e-07	4.45	1.51e-08	0.96
chr20-270	chr20	33249701	33249917	+	4.94	0.758	22.000000	15.3	1.0	15.28	3.00e-13	7.51	1.00e-12	0.96
chr21-95	chr21	26979680	26979896	+	4.94	0.765	24.000000	15.3	2.0	7.64	3.87e-09	4.89	2.91e-09	0.91
chr21-96	chr21	33732716	33732932	+	4.94	0.765	24.000000	15.3	1.0	15.28	3.00e-13	6.40	2.11e-11	1.06
chr22-157	chr22	17652422	17652638	+	4.94	0.714	23.000000	15.3	2.0	7.64	3.87e-09	5.87	1.05e-10	1.06
chr22-151	chr22	19998105	19998321	+	4.94	0.750	24.000000	15.3	3.0	5.09	6.70e-07	5.28	7.37e-10	0.96
chr22-164	chr22	42821765	42821981	+	4.94	0.885	23.000000	15.3	2.0	7.64	3.87e-09	8.00	3.00e-13	0.91
chr22-176	chr22	44974010	44974226	+	4.94	0.871	22.000000	15.3	0.5	30.57	1.42e-17	9.27	1.67e-14	0.91
chrX-216	chrX	7519534	7519750	+	4.94	0.923	22.000000	15.3	3.0	5.09	6.70e-07	19.84	3.01e-21	0.96
chrX-206	chrX	28579547	28579763	+	4.94	0.800	23.000000	15.3	0.5	30.57	1.42e-17	9.45	1.15e-14	0.91
chrX-207	chrX	42262430	42262646	+	4.94	0.789	23.000000	16.0	0.5	31.95	1.42e-17	8.86	4.11e-14	0.96
chrX-199	chrX	67357795	67358011	+	4.94	0.722	24.000000	15.3	3.0	5.09	6.70e-07	11.27	3.39e-16	0.91
chrX-210	chrX	114289553	114289769	+	4.94	0.641	23.000000	15.3	0.5	30.57	1.42e-17	8.13	2.19e-13	0.96
chrX-202	chrX	130533709	130533925	+	4.94	0.848	24.000000	15.3	3.0	5.09	6.70e-07	9.82	5.34e-15	0.91
chrX-211	chrX	132317945	132318161	+	4.94	0.692	23.000000	16.0	0.5	31.95	1.42e-17	7.87	4.09e-13	0.96
chrX-212	chrX	133063940	133064156	+	4.94	0.812	23.000000	15.3	3.0	5.09	6.70e-07	11.95	1.04e-16	0.91
chrX-215	chrX	149857090	149857306	+	4.94	0.609	23.000000	15.3	3.0	5.09	6.70e-07	7.57	8.65e-13	0.91
chrY-26	chrY	23313664	23313880	+	4.94	0.800	22.000000	15.3	0.5	30.57	1.42e-17	61.99	7.90e-32	0.96
chr6_ssto_hap7-1	chr6_ssto_hap7	2786370	2786586	+	4.94	0.960	24.000000	15.3	0.5	30.57	1.42e-17	70.84	4.37e-33	1.11
chr1-1122	chr1	10003298	10003514	+	4.72	0.793	21.000000	14.6	1.0	14.59	4.52e-12	5.20	2.25e-09	0.96
chr1-967	chr1	11538861	11539077	+	4.72	0.788	23.000000	14.6	2.0	7.29	2.93e-08	7.28	5.73e-12	0.96
chr1-1128	chr1	16157432	16157648	+	4.72	0.622	21.000000	14.6	3.0	4.86	3.40e-06	4.14	2.06e-07	0.96
chr1-1134	chr1	23188587	23188803	+	4.72	0.806	21.000000	14.6	3.0	4.86	3.40e-06	6.71	2.50e-11	1.06
chr1-1049	chr1	27179594	27179810	+	4.72	0.684	22.000000	14.6	3.0	4.86	3.40e-06	4.12	1.12e-07	0.96
chr1-1052	chr1	29529432	29529648	+	4.72	0.794	22.000000	14.6	2.0	7.29	2.93e-08	6.71	2.50e-11	0.96
chr1-1054	chr1	33613729	33613945	+	4.72	0.793	22.000000	15.3	2.0	7.64	3.87e-09	6.81	1.94e-11	0.96
chr1-982	chr1	38665168	38665384	+	4.72	0.605	23.000000	14.6	2.0	7.29	2.93e-08	7.70	2.08e-12	0.91
chr1-986	chr1	44887459	44887675	+	4.72	0.658	23.000000	14.6	3.0	4.86	3.40e-06	5.32	1.54e-09	0.91
chr1-1062	chr1	51875911	51876127	+	4.72	0.733	22.000000	14.6	1.0	14.59	4.52e-12	5.17	2.48e-09	0.96
chr1-987	chr1	56397430	56397646	+	4.72	0.632	23.000000	14.6	3.0	4.86	3.40e-06	6.35	6.75e-11	0.91
chr1-1172	chr1	100046022	100046238	+	4.72	0.719	21.000000	14.6	3.0	4.86	3.40e-06	5.26	1.86e-09	0.91
chr1-1173	chr1	101479480	101479696	+	4.72	0.711	21.000000	14.6	3.0	4.86	3.40e-06	4.23	7.32e-08	0.96
chr1-1176	chr1	113790488	113790704	+	4.72	0.658	21.000000	14.6	2.0	7.29	2.93e-08	6.15	1.21e-10	0.91
chr1-1196	chr1	151284088	151284304	+	4.72	0.629	21.000000	14.6	2.0	7.29	2.93e-08	5.67	5.07e-10	1.06
chr1-1101	chr1	155966641	155966857	+	4.72	0.757	22.000000	14.6	0.5	29.18	4.25e-16	7.23	6.60e-12	0.91
chr1-954	chr1	165625023	165625239	+	4.72	0.737	24.000000	14.6	2.0	7.29	2.93e-08	6.07	1.53e-10	1.01
chr1-1106	chr1	173325692	173325908	+	4.72	0.767	22.000000	14.6	0.5	29.18	4.25e-16	5.09	3.27e-09	0.96
chr1-1207	chr1	189982603	189982819	+	4.72	0.806	21.000000	14.6	2.0	7.29	2.93e-08	4.98	4.70e-09	0.91
chr1-1113	chr1	201265183	201265399	+	4.72	0.692	22.000000	14.6	3.0	4.86	3.40e-06	4.01	1.70e-07	0.91
chr1-1116	chr1	212308197	212308413	+	4.72	0.694	22.000000	14.6	1.0	14.59	4.52e-12	5.81	3.31e-10	0.91
chr1-1033	chr1	214434961	214435177	+	4.72	0.750	23.000000	14.6	3.0	4.86	3.40e-06	4.55	2.16e-08	0.96
chr1-1119	chr1	225888042	225888258	+	4.72	0.641	22.000000	15.3	3.0	5.09	6.70e-07	4.17	9.09e-08	0.96
chr1-1120	chr1	235242885	235243101	+	4.72	0.641	22.000000	14.6	3.0	4.86	3.40e-06	7.57	2.80e-12	1.01
chr2-959	chr2	33447379	33447595	+	4.72	0.774	21.000000	14.6	0.5	29.18	4.25e-16	4.66	1.44e-08	1.01
chr2-883	chr2	53697801	53698017	+	4.72	0.719	22.000000	15.3	3.0	5.09	6.70e-07	4.21	7.87e-08	1.01
chr2-896	chr2	83387715	83387931	+	4.72	0.767	22.000000	14.6	2.0	7.29	2.93e-08	6.44	5.30e-11	1.13
chr2-974	chr2	88607533	88607749	+	4.72	0.714	21.000000	14.6	2.0	7.29	2.93e-08	5.17	2.48e-09	0.91
chr2-915	chr2	133036492	133036708	+	4.72	0.730	22.000000	15.3	3.0	5.09	6.70e-07	7.23	6.60e-12	0.91
chr2-992	chr2	159334066	159334282	+	4.72	0.676	21.000000	14.6	3.0	4.86	3.40e-06	4.13	1.05e-07	0.96
chr2-1002	chr2	188043631	188043847	+	4.72	0.727	21.000000	14.6	2.0	7.29	2.93e-08	6.31	7.60e-11	0.96
chr2-1003	chr2	189769826	189770042	+	4.72	0.885	21.000000	14.6	2.0	7.29	2.93e-08	4.25	6.80e-08	0.91
chr2-1005	chr2	192036666	192036882	+	4.72	0.658	21.000000	14.6	2.0	7.29	2.93e-08	4.08	1.29e-07	0.96
chr2-932	chr2	230214394	230214610	+	4.72	0.714	22.000000	14.6	3.0	4.86	3.40e-06	4.96	5.14e-09	0.96
chr2-933	chr2	230451796	230452012	+	4.72	0.636	22.000000	14.6	3.0	4.86	3.40e-06	5.67	5.07e-10	0.96
chr2-934	chr2	230904662	230904878	+	4.72	0.600	22.000000	14.6	1.0	14.59	4.52e-12	4.66	1.44e-08	0.96
chr2-873	chr2	231431368	231431584	+	4.72	0.765	23.000000	14.6	1.0	14.59	4.52e-12	4.98	4.70e-09	1.06
chr2-1031	chr2	240323171	240323387	+	4.72	0.676	21.000000	14.6	3.0	4.86	3.40e-06	4.49	2.74e-08	0.96
chr3-559	chr3	8382644	8382860	+	4.72	0.735	23.000000	14.6	1.0	14.59	4.52e-12	4.86	7.31e-09	0.96
chr3-607	chr3	28510525	28510741	+	4.72	0.821	22.000000	14.6	1.0	14.59	4.52e-12	4.64	1.56e-08	0.91
chr3-627	chr3	113345663	113345879	+	4.72	0.730	22.000000	15.3	2.0	7.64	3.87e-09	5.95	2.14e-10	0.96
chr3-590	chr3	179953321	179953537	+	4.72	0.735	23.000000	14.6	0.5	29.18	4.25e-16	8.16	7.03e-13	0.96
chr3-647	chr3	183894285	183894501	+	4.72	0.706	22.000000	14.6	1.0	14.59	4.52e-12	4.69	1.32e-08	0.96
chr3-651	chr3	192381271	192381487	+	4.72	0.730	22.000000	14.6	0.5	29.18	4.25e-16	6.44	5.30e-11	0.96
chr4-573	chr4	6784214	6784430	+	4.72	0.812	22.000000	14.6	2.0	7.29	2.93e-08	4.83	7.96e-09	0.96
chr4-575	chr4	7980185	7980401	+	4.72	0.722	22.000000	14.6	2.0	7.29	2.93e-08	5.50	8.48e-10	0.91
chr4-539	chr4	8207872	8208088	+	4.72	0.794	23.000000	14.6	1.0	14.59	4.52e-12	9.97	1.65e-14	1.01
chr4-612	chr4	15964795	15965011	+	4.72	0.750	21.000000	14.6	3.0	4.86	3.40e-06	6.35	6.75e-11	0.96
chr4-543	chr4	24765285	24765501	+	4.72	0.857	23.000000	14.6	3.0	4.86	3.40e-06	5.23	2.05e-09	1.01
chr4-548	chr4	40961476	40961692	+	4.72	0.658	23.000000	14.6	2.0	7.29	2.93e-08	4.69	1.32e-08	1.13
chr4-585	chr4	52780727	52780943	+	4.72	0.700	22.000000	14.6	3.0	4.86	3.40e-06	4.44	3.20e-08	0.96
chr4-586	chr4	56814840	56815056	+	4.72	0.683	22.000000	14.6	2.0	7.29	2.93e-08	4.08	1.29e-07	1.01
chr4-587	chr4	74570369	74570585	+	4.72	0.658	22.000000	14.6	2.0	7.29	2.93e-08	4.47	2.96e-08	0.91
chr4-629	chr4	75857975	75858191	+	4.72	0.656	21.000000	14.6	3.0	4.86	3.40e-06	4.57	1.99e-08	0.91
chr4-589	chr4	81714808	81715024	+	4.72	0.718	22.000000	14.6	3.0	4.86	3.40e-06	7.01	1.14e-11	1.01
chr4-633	chr4	84469685	84469901	+	4.72	0.694	21.000000	14.6	2.0	7.29	2.93e-08	4.10	1.21e-07	0.91
chr4-634	chr4	88014025	88014241	+	4.72	0.667	21.000000	14.6	0.5	29.18	4.25e-16	4.17	9.09e-08	0.96
chr4-591	chr4	109004349	109004565	+	4.72	0.667	22.000000	14.6	2.0	7.29	2.93e-08	4.53	2.34e-08	0.96
chr4-593	chr4	116356100	116356316	+	4.72	0.735	22.000000	14.6	2.0	7.29	2.93e-08	4.69	1.32e-08	1.01
chr4-648	chr4	120585850	120586066	+	4.72	0.636	21.000000	14.6	1.0	14.59	4.52e-12	4.06	1.39e-07	0.96
chr4-649	chr4	122722363	122722579	+	4.72	0.683	21.000000	14.6	2.0	7.29	2.93e-08	4.38	4.03e-08	1.01
chr4-596	chr4	148605343	148605559	+	4.72	0.658	22.000000	14.6	3.0	4.86	3.40e-06	5.74	4.11e-10	0.91
chr4-597	chr4	149661924	149662140	+	4.72	0.771	22.000000	14.6	3.0	4.86	3.40e-06	4.78	9.45e-09	1.06
chr4-660	chr4	164976367	164976583	+	4.72	0.758	21.000000	14.6	3.0	4.86	3.40e-06	5.38	1.26e-09	0.96
chr4-662	chr4	184171020	184171236	+	4.72	0.537	21.000000	14.6	3.0	4.86	3.40e-06	4.53	2.34e-08	0.96
chr4-668	chr4	188527860	188528076	+	4.72	0.676	21.000000	14.6	2.0	7.29	2.93e-08	4.06	1.39e-07	0.91
chr5-543	chr5	218400	218616	+	4.72	0.684	21.000000	14.6	2.0	7.29	2.93e-08	5.77	3.69e-10	0.91
chr5-497	chr5	1641730	1641946	+	4.72	0.818	22.000000	14.6	2.0	7.29	2.93e-08	10.07	1.35e-14	0.96
chr5-545	chr5	1801428	1801644	+	4.72	0.649	21.000000	14.6	3.0	4.86	3.40e-06	4.17	1.79e-07	0.91
chr5-546	chr5	1883289	1883505	+	4.72	0.636	21.000000	14.6	3.0	4.86	3.40e-06	8.30	5.09e-13	0.96
chr5-599	chr5	31988467	31988683	+	4.72	0.714	20.000000	14.6	3.0	4.86	3.40e-06	5.84	2.97e-10	1.20
chr5-503	chr5	42598501	42598717	+	4.72	0.758	22.000000	14.6	2.0	7.29	2.93e-08	5.53	1.94e-09	0.91
chr5-515	chr5	88631990	88632206	+	4.72	0.667	22.000000	14.6	2.0	7.29	2.93e-08	4.42	3.46e-08	1.01
chr5-557	chr5	92985005	92985221	+	4.72	0.706	21.000000	14.6	2.0	7.29	2.93e-08	4.96	5.14e-09	0.96
chr5-558	chr5	95361076	95361292	+	4.72	0.561	21.000000	14.6	2.0	7.29	2.93e-08	4.40	3.73e-08	0.91
chr5-525	chr5	130445616	130445832	+	4.72	0.706	22.000000	14.6	3.0	4.86	3.40e-06	5.74	4.11e-10	1.01
chr5-527	chr5	131923742	131923958	+	4.72	0.812	22.000000	14.6	3.0	4.86	3.40e-06	4.47	2.96e-08	1.01
chr5-528	chr5	132818994	132819210	+	4.72	0.815	22.000000	14.6	2.0	7.29	2.93e-08	7.34	4.98e-12	0.96
chr5-533	chr5	138940540	138940756	+	4.72	0.719	22.000000	14.6	3.0	4.86	3.40e-06	4.04	2.93e-07	0.96
chr5-572	chr5	139348434	139348650	+	4.72	0.750	21.000000	14.6	2.0	7.29	2.93e-08	5.09	3.27e-09	0.96
chr5-489	chr5	145361742	145361958	+	4.72	0.632	23.000000	14.6	0.5	29.18	4.25e-16	4.10	1.21e-07	0.96
chr5-582	chr5	150637350	150637566	+	4.72	0.667	21.000000	14.6	2.0	7.29	2.93e-08	4.57	1.99e-08	0.91
chr6-533	chr6	1890479	1890695	+	4.72	0.735	23.000000	14.6	0.5	29.18	4.25e-16	9.37	5.27e-14	0.91
chr6-534	chr6	3307347	3307563	+	4.72	0.793	23.000000	14.6	1.0	14.59	4.52e-12	6.07	1.53e-10	1.01
chr6-572	chr6	7475443	7475659	+	4.72	0.733	22.000000	14.6	0.5	29.18	4.25e-16	5.20	2.25e-09	0.91
chr6-573	chr6	9142152	9142368	+	4.72	0.710	22.000000	14.6	3.0	4.86	3.40e-06	5.95	2.14e-10	0.91
chr6-575	chr6	12037921	12038137	+	4.72	0.684	22.000000	14.6	3.0	4.86	3.40e-06	4.25	1.34e-07	1.01
chr6-586	chr6	43934164	43934380	+	4.72	0.676	22.000000	14.6	1.0	14.59	4.52e-12	5.99	1.91e-10	0.96
chr6-555	chr6	91767389	91767605	+	4.72	0.781	23.000000	14.6	2.0	7.29	2.93e-08	7.12	8.69e-12	0.91
chr6-597	chr6	116789964	116790180	+	4.72	0.800	22.000000	14.6	3.0	4.86	3.40e-06	4.40	3.73e-08	0.91
chr6-654	chr6	129828590	129828806	+	4.72	0.694	21.000000	14.6	0.5	29.18	4.25e-16	4.05	1.49e-07	0.91
chr6-599	chr6	130704369	130704585	+	4.72	0.900	22.000000	14.6	2.0	7.29	2.93e-08	5.29	1.69e-09	0.96
chr6-604	chr6	150920987	150921203	+	4.72	0.727	22.000000	15.3	0.5	30.57	1.42e-17	4.01	1.70e-07	0.96
chr7-484	chr7	915757	915973	+	4.72	0.676	23.000000	14.6	3.0	4.86	3.40e-06	4.76	1.03e-08	1.01
chr7-486	chr7	2175317	2175533	+	4.72	0.920	23.000000	14.6	0.5	29.18	4.25e-16	9.56	3.61e-14	0.96
chr7-563	chr7	2913761	2913977	+	4.72	0.537	21.000000	14.6	1.0	14.59	4.52e-12	5.35	1.39e-09	0.91
chr7-564	chr7	3414726	3414942	+	4.72	0.677	21.000000	14.6	2.0	7.29	2.93e-08	7.17	7.58e-12	0.96
chr7-570	chr7	27992315	27992531	+	4.72	0.703	21.000000	14.6	2.0	7.29	2.93e-08	5.41	1.15e-09	0.96
chr7-575	chr7	39686599	39686815	+	4.72	0.630	21.000000	14.6	2.0	7.29	2.93e-08	4.44	3.20e-08	0.91
chr7-579	chr7	47540448	47540664	+	4.72	0.917	21.000000	14.6	1.0	14.59	4.52e-12	5.99	1.91e-10	0.96
chr7-534	chr7	65551941	65552157	+	4.72	0.828	22.000000	14.6	0.5	29.18	4.25e-16	8.45	3.66e-13	0.96
chr7-541	chr7	100472499	100472715	+	4.72	0.561	22.000000	14.6	3.0	4.86	3.40e-06	4.91	6.14e-09	0.96
chr7-594	chr7	106587614	106587830	+	4.72	0.750	21.000000	14.6	3.0	4.86	3.40e-06	6.44	5.30e-11	1.01
chr7-603	chr7	129081457	129081673	+	4.72	0.650	21.000000	14.6	2.0	7.29	2.93e-08	5.26	1.86e-09	0.91
chr7-556	chr7	143072399	143072615	+	4.72	0.758	22.000000	15.3	3.0	5.09	6.70e-07	5.23	2.05e-09	1.06
chr7-513	chr7	144733874	144734090	+	4.72	0.659	23.000000	14.6	3.0	4.86	3.40e-06	5.70	4.56e-10	0.96
chr7-516	chr7	155016309	155016525	+	4.72	0.771	23.000000	14.6	2.0	7.29	2.93e-08	5.95	2.14e-10	0.96
chr7-562	chr7	157110726	157110942	+	4.72	0.839	22.000000	14.6	2.0	7.29	2.93e-08	6.23	9.63e-11	1.06
chr8-708	chr8	10447696	10447912	+	4.72	0.800	22.000000	14.6	2.0	7.29	2.93e-08	6.86	1.70e-11	0.96
chr8-631	chr8	20908006	20908222	+	4.72	0.781	23.000000	15.3	1.0	15.28	3.00e-13	10.07	1.35e-14	1.01
chr8-713	chr8	23583200	23583416	+	4.72	0.743	22.000000	14.6	2.0	7.29	2.93e-08	4.93	5.62e-09	0.96
chr8-714	chr8	25701417	25701633	+	4.72	0.722	22.000000	14.6	2.0	7.29	2.93e-08	6.53	4.14e-11	1.01
chr8-715	chr8	27120602	27120818	+	4.72	0.568	22.000000	14.6	2.0	7.29	2.93e-08	7.45	3.74e-12	0.91
chr8-724	chr8	67412778	67412994	+	4.72	0.889	22.000000	14.6	1.0	14.59	4.52e-12	4.19	8.46e-08	0.91
chr8-726	chr8	71873630	71873846	+	4.72	0.781	22.000000	14.6	1.0	14.59	4.52e-12	6.57	3.66e-11	0.91
chr8-1117	chr8	111383963	111384179	+	4.72	0.710	20.000000	14.6	2.0	7.29	2.93e-08	4.55	2.16e-08	1.06
chr8-669	chr8	113762734	113762950	+	4.72	0.710	23.000000	14.6	0.5	29.18	4.25e-16	5.01	4.30e-09	0.96
chr8-804	chr8	136098825	136099041	+	4.72	0.758	22.000000	14.6	2.0	7.29	2.93e-08	5.06	3.58e-09	1.06
chr8-809	chr8	143402038	143402254	+	4.72	0.658	22.000000	14.6	3.0	4.86	3.40e-06	5.32	1.54e-09	0.91
chr9-378	chr9	4662223	4662439	+	4.72	0.694	23.000000	14.6	3.0	4.86	3.40e-06	4.04	2.93e-07	0.96
chr9-381	chr9	32573146	32573362	+	4.72	0.730	23.000000	14.6	2.0	7.29	2.93e-08	4.30	5.45e-08	1.01
chr9-401	chr9	77643115	77643331	+	4.72	0.697	22.000000	14.6	3.0	4.86	3.40e-06	4.44	3.20e-08	0.96
chr9-407	chr9	96198608	96198824	+	4.72	0.828	22.000000	14.6	2.0	7.29	2.93e-08	5.99	1.91e-10	0.91
chr9-488	chr9	109893250	109893466	+	4.72	0.565	20.000000	14.6	2.0	7.29	2.93e-08	5.12	2.98e-09	1.01
chr9-386	chr9	114636815	114637031	+	4.72	0.758	23.000000	14.6	2.0	7.29	2.93e-08	6.57	3.66e-11	1.01
chr9-420	chr9	134013002	134013218	+	4.72	0.711	22.000000	14.6	3.0	4.86	3.40e-06	4.15	9.76e-08	0.96
chr9-421	chr9	138843939	138844155	+	4.72	0.718	22.000000	14.6	3.0	4.86	3.40e-06	4.90	1.41e-08	0.96
chr9-398	chr9	139517156	139517372	+	4.72	0.675	23.000000	15.3	1.0	15.28	3.00e-13	5.50	8.48e-10	0.96
chr10-744	chr10	33229893	33230109	+	4.72	0.724	21.000000	14.6	0.5	29.18	4.25e-16	4.25	6.80e-08	0.96
chr10-672	chr10	43903473	43903689	+	4.72	0.622	22.000000	14.6	0.5	29.18	4.25e-16	4.38	4.03e-08	1.06
chr10-760	chr10	62678702	62678918	+	4.72	0.765	21.000000	14.6	1.0	14.59	4.52e-12	5.57	6.92e-10	0.91
chr10-684	chr10	100501145	100501361	+	4.72	0.676	22.000000	14.6	3.0	4.86	3.40e-06	5.38	1.26e-09	0.96
chr10-727	chr10	121781808	121782024	+	4.72	0.629	22.000000	14.6	3.0	4.86	3.40e-06	4.71	1.22e-08	1.06
chr10-840	chr10	128614190	128614406	+	4.72	0.788	21.000000	14.6	1.0	14.59	4.52e-12	5.95	2.14e-10	0.96
